year,quarter,brand,count
2024,1,HONDA,13421
2024,1,MINI,12641
2024,1,TESLA,11777
2024,1,SEAT,11196
2024,1,CITROEN,9447
2024,1,DACIA,8289
2024,1,SUZUKI,7710
2024,1,MAZDA,7538
2024,1,CUPRA,7018
2024,1,JAGUAR,6837
2024,1,FIAT,5322
2024,1,PORSCHE,4917
2024,1,LEXUS,3920
2024,1,JEEP,2529
2024,1,POLESTAR,1300
2024,1,BYD,1278
2024,1,SUBARU,1032
2024,1,KGM,605
2024,1,SMART,529
2024,1,ASTON MARTIN,431
2024,1,ORA,422
2024,1,DS,372
2024,1,ALFA ROMEO,352
2024,1,BENTLEY,336
2024,1,FERRARI,291
2024,1,LOTUS,282
2024,1,ABARTH,276
2024,1,LAMBORGHINI,260
2024,1,GENESIS,203
2024,1,MASERATI,159
2024,1,ALPINE,149
2024,1,ROLLS ROYCE,148
2024,1,FISKER,117
2024,1,RENAULT TRUCKS,115
2024,1,OTHER BRITISH,104
2024,1,MITSUBISHI,96
2024,1,INEOS,71
2024,1,MCLAREN,64
2024,1,DODGE,36
2024,1,CATERHAM,35
2024,1,CHEVROLET,34
2024,1,MORGAN,31
2024,1,CHEVROLET GMC,26
2024,1,DFSK,26
2024,1,AUSTIN,19
2024,1,CHRYSLER,18
2024,1,MERCEDES-BENZ,16
2024,1,CADILLAC,15
2024,1,OPEL,13
2024,1,TRIUMPH,13
2024,1,ARIEL,11
2024,1,LANCIA,10
2024,1,AUSTIN HEALEY,9
2024,1,PONTIAC,8
2024,1,BUICK,7
2024,1,DAIHATSU,7
2024,1,DATSUN,6
2024,1,LINCOLN,6
2024,1,MAN,6
2024,1,ROVER,6
2024,1,SUNBEAM,6
2024,1,HOUSEHAM,5
2024,1,INFINITI,5
2024,1,LADA,5
2024,1,MORRIS,5
2024,1,SAAB,5
2024,1,PLYMOUTH,4
2024,1,BUGATTI,3
2024,1,GORDON MURRAY,3
2024,1,ISUZU,3
2024,1,MERCURY,3
2024,1,OLDSMOBILE,3
2024,1,WESTFIELD,3
2024,1,AC,2
2024,1,ACURA,2
2024,1,ALPINA,2
2024,1,JENSEN,2
2024,1,SSANGYONG,2
2024,1,AEON,1
2024,1,BEDFORD,1
2024,1,BOND,1
2024,1,BSA,1
2024,1,DAIMLER,1
2024,1,EBRO,1
2024,1,FODEN,1
2024,1,FSO CARS,1
2024,1,GREAT WALL,1
2024,1,HILLMAN,1
2024,1,HUMBER,1
2024,1,KOENIGSEGG,1
2024,1,LAMBRETTA,1
2024,1,LEYLAND,1
2024,1,LONSDALE,1
2024,1,MAGIRUS DEUTZ,1
2024,1,MAHINDRA,1
2024,1,MAXUS,1
2024,1,MAYBACH,1
2024,1,MOBILVETTA,1
2024,1,MOKE AUTOMIBILI,1
2024,1,MUTT,1
2024,1,NSU,1
2024,1,RILEY,1
2024,1,SIMCA,1
2024,1,STEYR,1
2024,1,TALBOT,1
2024,1,TATA,1
2024,1,TVR,1
2024,1,URAL,1
2024,1,VELOSOLEX,1
2024,1,VICTORY,1
2024,1,WARTBURG,1
2024,1,WOLSELEY,1
2024,1,ZASTAVA,1
2024,2,VOLKSWAGEN,43810
2024,2,BMW,33630
2024,2,AUDI,33487
2024,2,TOYOTA,28676
2024,2,KIA,27319
2024,2,FORD,24528
2024,2,MERCEDES,23514
2024,2,HYUNDAI,22902
2024,2,NISSAN,22326
2024,2,MG,20904
2024,2,SKODA,19119
2024,2,VOLVO,16998
2024,2,VAUXHALL,16785
2024,2,LAND ROVER,14503
2024,2,RENAULT,13992
2024,2,PEUGEOT,13284
2024,2,TESLA,11276
2024,2,SEAT,10228
2024,2,MINI,8728
2024,2,DACIA,7818
2024,2,CUPRA,6973
2024,2,MAZDA,6710
2024,2,CITROEN,6510
2024,2,HONDA,6497
2024,2,SUZUKI,5965
2024,2,PORSCHE,4248
2024,2,LEXUS,4210
2024,2,JAGUAR,4005
2024,2,FIAT,2882
2024,2,BYD,1626
2024,2,POLESTAR,1444
2024,2,JEEP,1300
2024,2,SUBARU,635
2024,2,ALFA ROMEO,572
2024,2,SMART,533
2024,2,ORA,474
2024,2,KGM,376
2024,2,BENTLEY,348
2024,2,GENESIS,343
2024,2,LOTUS,337
2024,2,FERRARI,309
2024,2,LAMBORGHINI,248
2024,2,ASTON MARTIN,241
2024,2,DS,209
2024,2,RENAULT TRUCKS,170
2024,2,ABARTH,165
2024,2,OTHER BRITISH,162
2024,2,MASERATI,127
2024,2,ROLLS ROYCE,107
2024,2,MCLAREN,96
2024,2,INEOS,76
2024,2,ALPINE,71
2024,2,MITSUBISHI,62
2024,2,FISKER,51
2024,2,MERCEDES-BENZ,44
2024,2,CHEVROLET,37
2024,2,DODGE,37
2024,2,CATERHAM,33
2024,2,MORGAN,30
2024,2,CHEVROLET GMC,22
2024,2,TRIUMPH,18
2024,2,CADILLAC,16
2024,2,OPEL,15
2024,2,PONTIAC,15
2024,2,CHRYSLER,14
2024,2,AUSTIN HEALEY,12
2024,2,DATSUN,12
2024,2,MORRIS,10
2024,2,ARIEL,9
2024,2,DAIHATSU,9
2024,2,GORDON MURRAY,9
2024,2,LANCIA,9
2024,2,LINCOLN,9
2024,2,MAXUS,7
2024,2,AUSTIN,6
2024,2,COLEMAN MILNE,6
2024,2,DAIMLER,6
2024,2,ROVER,6
2024,2,SAAB,6
2024,2,BUICK,4
2024,2,JENSEN,4
2024,2,MERCURY,4
2024,2,MOKE AUTOMIBILI,4
2024,2,SUNBEAM,4
2024,2,YAMAHA,4
2024,2,ACURA,3
2024,2,PLYMOUTH,3
2024,2,HUMMER,2
2024,2,HYMER,2
2024,2,LEYLAND CARS,2
2024,2,LONSDALE,2
2024,2,MAN,2
2024,2,OLDSMOBILE,2
2024,2,SIMCA,2
2024,2,SINGER,2
2024,2,TALBOT,2
2024,2,WOLSELEY,2
2024,2,AC,1
2024,2,BARONI,1
2024,2,BIMOTA,1
2024,2,BUGATTI,1
2024,2,CZ,1
2024,2,HOLDEN,1
2024,2,HOUSEHAM,1
2024,2,HUMBER,1
2024,2,LADA,1
2024,2,MAHINDRA,1
2024,2,MARCOS,1
2024,2,MGB,1
2024,2,PERODUA,1
2024,2,R-VISION,1
2024,2,SAVIEM,1
2024,2,SKYWELL,1
2024,2,UNI CARRIERS,1
2024,2,VESPA (DOUGLAS),1
2024,2,VOLTA TRUCKS,1
2024,2,WESTFIELD,1
2024,2,ZHENHUA,1
2024,3,VOLKSWAGEN,46834
2024,3,AUDI,33689
2024,3,TOYOTA,32253
2024,3,KIA,32103
2024,3,FORD,29254
2024,3,MERCEDES,27867
2024,3,BMW,27535
2024,3,NISSAN,26585
2024,3,HYUNDAI,26279
2024,3,SKODA,20791
2024,3,VOLVO,19005
2024,3,VAUXHALL,18224
2024,3,MG,17800
2024,3,LAND ROVER,16304
2024,3,PEUGEOT,16300
2024,3,RENAULT,14297
2024,3,TESLA,13146
2024,3,HONDA,10272
2024,3,SEAT,9920
2024,3,CUPRA,8993
2024,3,MINI,8932
2024,3,MAZDA,8761
2024,3,CITROEN,7499
2024,3,SUZUKI,7273
2024,3,DACIA,6846
2024,3,LEXUS,4634
2024,3,PORSCHE,3821
2024,3,FIAT,3706
2024,3,POLESTAR,3629
2024,3,JAGUAR,3570
2024,3,JEEP,2412
2024,3,BYD,2359
2024,3,OMODA,1129
2024,3,MERCEDES-BENZ,1065
2024,3,SUBARU,721
2024,3,SMART,668
2024,3,LOTUS,506
2024,3,KGM,448
2024,3,ABARTH,443
2024,3,DS,413
2024,3,ALFA ROMEO,399
2024,3,BENTLEY,312
2024,3,GENESIS,295
2024,3,ASTON MARTIN,249
2024,3,FERRARI,227
2024,3,LAMBORGHINI,184
2024,3,ORA,182
2024,3,OTHER BRITISH,151
2024,3,MASERATI,122
2024,3,ROLLS ROYCE,109
2024,3,INEOS,102
2024,3,ALPINE,76
2024,3,RENAULT TRUCKS,74
2024,3,MITSUBISHI,72
2024,3,MCLAREN,53
2024,3,CATERHAM,40
2024,3,CHEVROLET,30
2024,3,MORGAN,29
2024,3,DODGE,28
2024,3,MAN,28
2024,3,AUSTIN,24
2024,3,CHEVROLET GMC,19
2024,3,OPEL,19
2024,3,TRIUMPH,15
2024,3,AUSTIN HEALEY,14
2024,3,LANCIA,14
2024,3,DATSUN,13
2024,3,CHRYSLER,11
2024,3,CADILLAC,9
2024,3,BUICK,8
2024,3,LINCOLN,6
2024,3,ROVER,6
2024,3,SAAB,6
2024,3,ARIEL,5
2024,3,TATA,5
2024,3,BUGATTI,4
2024,3,DAIHATSU,4
2024,3,GORDON MURRAY,4
2024,3,MAXUS,4
2024,3,MORRIS,4
2024,3,SUNBEAM,4
2024,3,ACURA,3
2024,3,DAIMLER,3
2024,3,GREAT WALL,3
2024,3,JENSEN,3
2024,3,WESTFIELD,3
2024,3,AC,2
2024,3,CORVETTE,2
2024,3,GWM,2
2024,3,HOLDEN,2
2024,3,HUMBER,2
2024,3,MERCURY,2
2024,3,PLYMOUTH,2
2024,3,PONTIAC,2
2024,3,SKYWELL,2
2024,3,SSANGYONG,2
2024,3,AEON,1
2024,3,ALPINA,1
2024,3,BRISTOL,1
2024,3,CAN-AM,1
2024,3,CHAMP,1
2024,3,DAF,1
2024,3,DE TOMASO,1
2024,3,DENNIS,1
2024,3,GAZ,1
2024,3,HOUSEHAM,1
2024,3,ISUZU,1
2024,3,KARRIER,1
2024,3,LADA,1
2024,3,LEYLAND CARS,1
2024,3,LONDON TAXIS INT,1
2024,3,MAGIRUS DEUTZ,1
2024,3,MARCOS,1
2024,3,MAYBACH,1
2024,3,MOBILVETTA,1
2024,3,MOKE AUTOMIBILI,1
2024,3,OVER,1
2024,3,ROYAL ENFIELD,1
2024,3,SIMCA,1
2024,3,WACKER NEUSON,1
2024,3,ZHENHUA,1
2024,4,VOLKSWAGEN,39395
2024,4,BMW,29026
2024,4,TOYOTA,25520
2024,4,AUDI,24855
2024,4,FORD,24586
2024,4,MERCEDES,21486
2024,4,SKODA,20562
2024,4,NISSAN,20195
2024,4,KIA,19800
2024,4,MG,19181
2024,4,HYUNDAI,19152
2024,4,PEUGEOT,18092
2024,4,VOLVO,17517
2024,4,MINI,16915
2024,4,VAUXHALL,15905
2024,4,RENAULT,15199
2024,4,TESLA,14190
2024,4,LAND ROVER,12516
2024,4,DACIA,8393
2024,4,CUPRA,7544
2024,4,CITROEN,7218
2024,4,PORSCHE,7202
2024,4,MAZDA,5719
2024,4,SEAT,5602
2024,4,HONDA,4425
2024,4,LEXUS,4073
2024,4,BYD,3529
2024,4,JEEP,2967
2024,4,FIAT,2647
2024,4,JAGUAR,2602
2024,4,OMODA,2503
2024,4,SUZUKI,2383
2024,4,POLESTAR,2335
2024,4,MERCEDES-BENZ,1473
2024,4,LOTUS,578
2024,4,SUBARU,547
2024,4,ALFA ROMEO,443
2024,4,GENESIS,360
2024,4,BENTLEY,343
2024,4,SMART,262
2024,4,ASTON MARTIN,241
2024,4,JAECOO,199
2024,4,KGM,190
2024,4,FERRARI,185
2024,4,DS,161
2024,4,OTHER BRITISH,141
2024,4,ABARTH,138
2024,4,LAMBORGHINI,118
2024,4,INEOS,116
2024,4,ROLLS ROYCE,99
2024,4,ORA,86
2024,4,MASERATI,80
2024,4,ALPINE,77
2024,4,MITSUBISHI,58
2024,4,MCLAREN,50
2024,4,DODGE,45
2024,4,MAXUS,41
2024,4,MORGAN,30
2024,4,CHEVROLET,28
2024,4,CATERHAM,24
2024,4,CHEVROLET GMC,23
2024,4,MAN,20
2024,4,RENAULT TRUCKS,20
2024,4,AUSTIN,13
2024,4,OPEL,13
2024,4,CADILLAC,11
2024,4,TRIUMPH,11
2024,4,AUSTIN HEALEY,10
2024,4,LANCIA,8
2024,4,MORRIS,7
2024,4,ROVER,7
2024,4,PONTIAC,6
2024,4,XPENG,6
2024,4,ARIEL,5
2024,4,DAIHATSU,5
2024,4,LONDON TAXIS INT,5
2024,4,DATSUN,4
2024,4,SKYWELL,4
2024,4,BUGATTI,3
2024,4,CHRYSLER,3
2024,4,DAIMLER,3
2024,4,INFINITI,3
2024,4,OLDSMOBILE,3
2024,4,ACURA,2
2024,4,BUICK,2
2024,4,FISKER,2
2024,4,GENERAL MOTORS,2
2024,4,GORDON MURRAY,2
2024,4,HOLDEN,2
2024,4,LEYLAND CARS,2
2024,4,MERCURY,2
2024,4,MOKE AUTOMIBILI,2
2024,4,RUF,2
2024,4,SAAB,2
2024,4,TATA,2
2024,4,AC,1
2024,4,COLEMAN MILNE,1
2024,4,CORVETTE,1
2024,4,DENNIS,1
2024,4,GREAT WALL,1
2024,4,HILLMAN,1
2024,4,HOUSEHAM,1
2024,4,HUMBER,1
2024,4,ISUZU,1
2024,4,IVECO,1
2024,4,KOENIGSEGG,1
2024,4,LADA,1
2024,4,LAMBRETTA,1
2024,4,LINCOLN,1
2024,4,MCC,1
2024,4,MK SPORTSCARS,1
2024,4,MOBILVETTA,1
2024,4,NOBLE,1
2024,4,NSU,1
2024,4,R-VISION,1
2024,4,RILEY,1
2024,4,SANTANA,1
2024,4,SAVIEM,1
2024,4,SIMCA,1
2024,4,SMC,1
2024,4,SSANGYONG,1
2024,4,SUNBEAM,1
2024,4,SUNLIGHT,1
2024,4,TEREX,1
2024,4,TVR,1
2024,4,UMM,1
2024,4,WESTFIELD,1
2024,4,YUAN,1
2024,4,ZENOS,1
2025,1,VOLKSWAGEN,55016
2025,1,BMW,36359
2025,1,FORD,35016
2025,1,KIA,34957
2025,1,TOYOTA,29856
2025,1,PEUGEOT,28723
2025,1,AUDI,28553
2025,1,NISSAN,28504
2025,1,VAUXHALL,27655
2025,1,MERCEDES,25249
2025,1,HYUNDAI,24886
2025,1,MG,24655
2025,1,SKODA,22772
2025,1,LAND ROVER,21354
2025,1,VOLVO,19279
2025,1,RENAULT,17864
2025,1,MINI,13084
2025,1,TESLA,12490
2025,1,MAZDA,11059
2025,1,CUPRA,10044
2025,1,HONDA,9821
2025,1,BYD,9276
2025,1,DACIA,9239
2025,1,SEAT,6992
2025,1,SUZUKI,6129
2025,1,PORSCHE,5373
2025,1,CITROEN,4569
2025,1,LEXUS,4446
2025,1,FIAT,4157
2025,1,JEEP,4118
2025,1,POLESTAR,3707
2025,1,JAECOO,3235
2025,1,OMODA,3200
2025,1,MERCEDES-BENZ,2650
2025,1,JAGUAR,1801
2025,1,SUBARU,944
2025,1,ALFA ROMEO,762
2025,1,LOTUS,655
2025,1,KGM,513
2025,1,SMART,494
2025,1,GENESIS,419
2025,1,BENTLEY,381
2025,1,ASTON MARTIN,347
2025,1,LAMBORGHINI,286
2025,1,FERRARI,276
2025,1,DS,199
2025,1,LEAPMOTOR,193
2025,1,ABARTH,135
2025,1,ROLLS ROYCE,122
2025,1,MASERATI,108
2025,1,OTHER BRITISH,96
2025,1,MCLAREN,85
2025,1,RENAULT TRUCKS,69
2025,1,MITSUBISHI,64
2025,1,ORA,64
2025,1,INEOS,55
2025,1,CHEVROLET,44
2025,1,ALPINE,43
2025,1,MAXUS,39
2025,1,GWM,37
2025,1,XPENG,37
2025,1,MORGAN,33
2025,1,CATERHAM,23
2025,1,DODGE,23
2025,1,TRIUMPH,16
2025,1,CHEVROLET GMC,13
2025,1,ARIEL,12
2025,1,CADILLAC,12
2025,1,LANCIA,12
2025,1,AUSTIN,11
2025,1,CHRYSLER,11
2025,1,DATSUN,10
2025,1,FISKER,8
2025,1,LINCOLN,8
2025,1,AUSTIN HEALEY,7
2025,1,MORRIS,7
2025,1,ROVER,7
2025,1,SKYWELL,7
2025,1,BUICK,6
2025,1,DAIHATSU,4
2025,1,DAIMLER,3
2025,1,GORDON MURRAY,3
2025,1,HUMMER,3
2025,1,LADA,3
2025,1,OPEL,3
2025,1,SAAB,3
2025,1,SUNBEAM,3
2025,1,TATA,3
2025,1,AC,2
2025,1,ACURA,2
2025,1,ALPINA,2
2025,1,HOLDEN,2
2025,1,JENSEN,2
2025,1,LEVC,2
2025,1,MAN,2
2025,1,MAYBACH,2
2025,1,MGB,2
2025,1,OLDSMOBILE,2
2025,1,PONTIAC,2
2025,1,TALBOT,2
2025,1,WESTFIELD,2
2025,1,ARTEGA,1
2025,1,BUGATTI,1
2025,1,CORVETTE,1
2025,1,HAKO,1
2025,1,HILLMAN,1
2025,1,HONCHING,1
2025,1,HOUSEHAM,1
2025,1,INFINITI,1
2025,1,ISUZU,1
2025,1,KTM,1
2025,1,LEYLAND CARS,1
2025,1,LONDON TAXIS INT,1
2025,1,LONSDALE,1
2025,1,MERCURY,1
2025,1,MOBILVETTA,1
2025,1,MOKE AUTOMIBILI,1
2025,1,PLYMOUTH,1
2025,1,RELIANT,1
2025,1,SAVIEM,1
2025,1,TAISHAN,1
2025,1,ZASTAVA,1
2025,1,ZHENHUA,1
2025,2,VOLKSWAGEN,42868
2025,2,BMW,30674
2025,2,KIA,26821
2025,2,AUDI,26517
2025,2,FORD,25867
2025,2,HYUNDAI,23892
2025,2,TOYOTA,23804
2025,2,NISSAN,21972
2025,2,SKODA,21414
2025,2,PEUGEOT,19992
2025,2,VAUXHALL,19401
2025,2,MERCEDES,18187
2025,2,MG,17993
2025,2,RENAULT,15574
2025,2,VOLVO,15189
2025,2,LAND ROVER,14248
2025,2,TESLA,10258
2025,2,BYD,10118
2025,2,CUPRA,9138
2025,2,MINI,8991
2025,2,MAZDA,7889
2025,2,DACIA,6850
2025,2,SEAT,5393
2025,2,HONDA,5183
2025,2,JAECOO,5167
2025,2,CITROEN,4986
2025,2,POLESTAR,4643
2025,2,LEXUS,4424
2025,2,PORSCHE,4252
2025,2,SUZUKI,3795
2025,2,OMODA,3747
2025,2,MERCEDES-BENZ,2897
2025,2,JEEP,2554
2025,2,FIAT,2120
2025,2,DS,751
2025,2,ALFA ROMEO,594
2025,2,SUBARU,548
2025,2,GENESIS,372
2025,2,LEAPMOTOR,349
2025,2,KGM,322
2025,2,SMART,293
2025,2,BENTLEY,291
2025,2,ALPINE,279
2025,2,ASTON MARTIN,235
2025,2,LAMBORGHINI,214
2025,2,FERRARI,194
2025,2,LOTUS,173
2025,2,OTHER BRITISH,132
2025,2,XPENG,129
2025,2,ROLLS ROYCE,109
2025,2,GWM,91
2025,2,INEOS,90
2025,2,JAGUAR,77
2025,2,MITSUBISHI,76
2025,2,MASERATI,72
2025,2,ABARTH,65
2025,2,MCLAREN,45
2025,2,CATERHAM,35
2025,2,RENAULT TRUCKS,35
2025,2,CHEVROLET GMC,32
2025,2,DODGE,31
2025,2,CHEVROLET,30
2025,2,MAXUS,29
2025,2,MORGAN,21
2025,2,AUSTIN,16
2025,2,FISKER,15
2025,2,OPEL,14
2025,2,LEVC,13
2025,2,CHRYSLER,11
2025,2,DATSUN,11
2025,2,AUSTIN HEALEY,10
2025,2,CADILLAC,10
2025,2,TRIUMPH,10
2025,2,ARIEL,8
2025,2,LANCIA,8
2025,2,ROVER,8
2025,2,DAIHATSU,7
2025,2,MORRIS,7
2025,2,MAN,6
2025,2,DAIMLER,5
2025,2,MERCURY,5
2025,2,PONTIAC,5
2025,2,SKYWELL,5
2025,2,GORDON MURRAY,4
2025,2,KOENIGSEGG,4
2025,2,SAAB,4
2025,2,WESTFIELD,4
2025,2,LADA,3
2025,2,ZURN HARVESTING,3
2025,2,ACURA,2
2025,2,BUGATTI,2
2025,2,HOLDEN,2
2025,2,INFINITI,2
2025,2,JENSEN,2
2025,2,LEYLAND CARS,2
2025,2,PLYMOUTH,2
2025,2,SUNBEAM,2
2025,2,BUICK,1
2025,2,CASE,1
2025,2,DE TOMASO,1
2025,2,DIAMOND,1
2025,2,GAZ,1
2025,2,HUMMER,1
2025,2,LINCOLN,1
2025,2,MGB,1
2025,2,MOBILVETTA,1
2025,2,ORA,1
2025,2,PIAGGIO,1
2025,2,PINZGAUER,1
2025,2,POLARIS,1
2025,2,R-VISION,1
2025,2,SSANGYONG,1
2025,2,STEYR,1
2025,2,VENTURI,1
2025,2,WOLSELEY,1
2025,2,ZENOS,1
2025,3,VOLKSWAGEN,48744
2025,3,AUDI,32025
2025,3,BMW,31751
2025,3,FORD,31323
2025,3,KIA,31235
2025,3,TOYOTA,29104
2025,3,HYUNDAI,26180
2025,3,NISSAN,23207
2025,3,MG,22797
2025,3,SKODA,22440
2025,3,PEUGEOT,22109
2025,3,MERCEDES,20290
2025,3,VAUXHALL,19812
2025,3,VOLVO,18400
2025,3,BYD,15947
2025,3,RENAULT,15592
2025,3,LAND ROVER,13180
2025,3,MINI,12371
2025,3,TESLA,12244
2025,3,CUPRA,11661
2025,3,JAECOO,9790
2025,3,HONDA,8297
2025,3,MAZDA,8170
2025,3,OMODA,7285
2025,3,DACIA,6771
2025,3,SEAT,6390
2025,3,MERCEDES-BENZ,5575
2025,3,SUZUKI,5191
2025,3,CITROEN,4514
2025,3,LEXUS,4443
2025,3,POLESTAR,4329
2025,3,PORSCHE,4172
2025,3,JEEP,2721
2025,3,FIAT,2065
2025,3,CHERY,1307
2025,3,LEAPMOTOR,995
2025,3,ALFA ROMEO,936
2025,3,SUBARU,627
2025,3,ALPINE,577
2025,3,SMART,530
2025,3,KGM,455
2025,3,XPENG,344
2025,3,BENTLEY,303
2025,3,LOTUS,292
2025,3,ASTON MARTIN,273
2025,3,GWM,226
2025,3,GENESIS,215
2025,3,LAMBORGHINI,162
2025,3,JAGUAR,133
2025,3,FERRARI,128
2025,3,INEOS,113
2025,3,MASERATI,106
2025,3,OTHER BRITISH,99
2025,3,ROLLS ROYCE,90
2025,3,RENAULT TRUCKS,63
2025,3,ABARTH,62
2025,3,MITSUBISHI,62
2025,3,CHEVROLET,55
2025,3,MCLAREN,42
2025,3,DS,34
2025,3,MORGAN,34
2025,3,CHANGAN,20
2025,3,DODGE,20
2025,3,CADILLAC,14
2025,3,CATERHAM,14
2025,3,CHEVROLET GMC,14
2025,3,AUSTIN,13
2025,3,LANCIA,13
2025,3,TRIUMPH,13
2025,3,DATSUN,12
2025,3,GORDON MURRAY,12
2025,3,OPEL,12
2025,3,FISKER,10
2025,3,CHRYSLER,9
2025,3,SKYWELL,9
2025,3,ROVER,8
2025,3,MORRIS,7
2025,3,ARIEL,6
2025,3,AUSTIN HEALEY,6
2025,3,LINCOLN,6
2025,3,MAXUS,6
2025,3,ACURA,4
2025,3,DAIHATSU,4
2025,3,LADA,4
2025,3,WESTFIELD,4
2025,3,BUICK,3
2025,3,DAIMLER,3
2025,3,LEYLAND CARS,3
2025,3,PONTIAC,3
2025,3,COLT,2
2025,3,DE TOMASO,2
2025,3,GENERAL MOTORS,2
2025,3,HUMMER,2
2025,3,KOENIGSEGG,2
2025,3,AC,1
2025,3,AUSTIN-MORRIS,1
2025,3,BUGATTI,1
2025,3,CORVETTE,1
2025,3,ESKUTA,1
2025,3,GINETTA,1
2025,3,HOLDEN,1
2025,3,INFINITI,1
2025,3,KTM,1
2025,3,LEYLAND DAF,1
2025,3,LONDON TAXIS INT,1
2025,3,MAN,1
2025,3,MAYBACH,1
2025,3,MOTOR JIKOV,1
2025,3,NSU,1
2025,3,OLDSMOBILE,1
2025,3,PERODUA,1
2025,3,PLYMOUTH,1
2025,3,QUADDY,1
2025,3,R-VISION,1
2025,3,SAAB,1
2025,3,SUNBEAM,1
2025,3,TVR,1
2025,3,WELLS,1
2025,3,WOLSELEY,1
2025,3,ZASTAVA,1
2025,4,VOLKSWAGEN,39979
2025,4,FORD,27790
2025,4,AUDI,27545
2025,4,BMW,27065
2025,4,TOYOTA,23411
2025,4,KIA,20121
2025,4,MG,19788
2025,4,NISSAN,19178
2025,4,HYUNDAI,18208
2025,4,VOLVO,17323
2025,4,SKODA,17232
2025,4,RENAULT,16917
2025,4,BYD,15729
2025,4,VAUXHALL,15592
2025,4,MINI,13180
2025,4,LAND ROVER,12698
2025,4,PEUGEOT,12462
2025,4,MERCEDES,11951
2025,4,TESLA,10588
2025,4,CUPRA,10506
2025,4,JAECOO,10060
2025,4,DACIA,7088
2025,4,CITROEN,6762
2025,4,OMODA,5634
2025,4,PORSCHE,5236
2025,4,MERCEDES-BENZ,4751
2025,4,MAZDA,4646
2025,4,SEAT,4420
2025,4,SUZUKI,4409
2025,4,POLESTAR,4335
2025,4,CHERY,4224
2025,4,HONDA,3520
2025,4,LEXUS,3311
2025,4,LEAPMOTOR,2738
2025,4,JEEP,1324
2025,4,ALPINE,821
2025,4,ALFA ROMEO,814
2025,4,FIAT,786
2025,4,SUBARU,550
2025,4,SHINERAY,479
2025,4,SMART,478
2025,4,XPENG,394
2025,4,CHANGAN,342
2025,4,LOTUS,333
2025,4,BENTLEY,286
2025,4,KGM,284
2025,4,ASTON MARTIN,257
2025,4,GENESIS,219
2025,4,FERRARI,126
2025,4,GWM,123
2025,4,JAGUAR,107
2025,4,MASERATI,100
2025,4,ROLLS ROYCE,100
2025,4,OTHER BRITISH,93
2025,4,MITSUBISHI,75
2025,4,INEOS,60
2025,4,LAMBORGHINI,59
2025,4,CHEVROLET,42
2025,4,MCLAREN,38
2025,4,DS,33
2025,4,DODGE,32
2025,4,MORGAN,32
2025,4,ABARTH,29
2025,4,CHEVROLET GMC,20
2025,4,FISKER,18
2025,4,RENAULT TRUCKS,18
2025,4,CADILLAC,16
2025,4,LANCIA,13
2025,4,AUSTIN,12
2025,4,TRIUMPH,12
2025,4,SKYWELL,11
2025,4,CHRYSLER,9
2025,4,DAIHATSU,9
2025,4,ROVER,8
2025,4,AUSTIN HEALEY,7
2025,4,CATERHAM,7
2025,4,GORDON MURRAY,7
2025,4,MAXUS,7
2025,4,OPEL,7
2025,4,PLYMOUTH,7
2025,4,DATSUN,6
2025,4,LADA,5
2025,4,PONTIAC,5
2025,4,SSANGYONG,5
2025,4,ARIEL,4
2025,4,CORVETTE,4
2025,4,DAIMLER,4
2025,4,SAAB,4
2025,4,BUGATTI,3
2025,4,LEYLAND CARS,3
2025,4,MORRIS,3
2025,4,OLDSMOBILE,3
2025,4,SUNBEAM,3
2025,4,THINK,3
2025,4,BUICK,2
2025,4,ENTERPRISE BUS,2
2025,4,GARELLI,2
2025,4,HUMMER,2
2025,4,LINCOLN,2
2025,4,RILEY,2
2025,4,TATA,2
2025,4,ZHENHUA,2
2025,4,ACURA,1
2025,4,AJS,1
2025,4,BSA,1
2025,4,COLT,1
2025,4,CZ,1
2025,4,DFSK,1
2025,4,FOREST RIVER,1
2025,4,HONCHING,1
2025,4,HOUSEHAM,1
2025,4,INFINITI,1
2025,4,LEYLAND,1
2025,4,LONDON TAXIS INT,1
2025,4,LYNK & CO,1
2025,4,MAN,1
2025,4,MOBILVETTA,1
2025,4,MOSKVICH,1
2025,4,NSU,1
2025,4,PENTA,1
2025,4,REVA,1
2025,4,SAVIEM,1
2025,4,SIMCA,1
2025,4,TALBOT,1
2025,4,TGB,1
2025,4,TVR,1
2025,4,WELLS,1
2025,4,WESTFIELD,1
2026,1,VOLKSWAGEN,49458
2026,1,BMW,34891
2026,1,KIA,34655
2026,1,FORD,33114
2026,1,AUDI,31289
2026,1,TOYOTA,30295
2026,1,VAUXHALL,27929
2026,1,PEUGEOT,25301
2026,1,NISSAN,25059
2026,1,SKODA,24540
2026,1,HYUNDAI,24219
2026,1,MG,24061
2026,1,LAND ROVER,21786
2026,1,BYD,21339
2026,1,MERCEDES,20871
2026,1,VOLVO,19570
2026,1,JAECOO,18931
2026,1,RENAULT,18867
2026,1,MINI,14217
2026,1,CUPRA,11841
2026,1,TESLA,11752
2026,1,MAZDA,10620
2026,1,CITROEN,9606
2026,1,SUZUKI,9153
2026,1,OMODA,9088
2026,1,HONDA,8590
2026,1,MERCEDES-BENZ,8499
2026,1,DACIA,8426
2026,1,CHERY,8089
2026,1,SEAT,4854
2026,1,PORSCHE,4572
2026,1,POLESTAR,4151
2026,1,LEXUS,4123
